tweet_ID	Annotation
517403099322134529	0
521902578905657344	1
540547401707032577	0
516933070297911296	0
538298153624039424	0
524016344099192832	0
526236646359183360	0
541793386244866048	0
519782518544146432	0
523579985932460033	0
521906269184339968	1
540722757919838208	1
524926760753045504	1
526283779388612608	0
528039942656888832	0
542277927472488448	1
519835051723608064	0
539998486662373376	0
542131600448700416	1
518074509682020352	1
541762146657636352	0
525128016536825856	1
518246133282250752	1
528164965593530368	0
521490952448667649	1
522209292917563392	1
518083101894127617	0
528123177142988800	0
519013539114405888	1
542053994362048514	1
541351272067379200	0
541979324954316800	0
538901796731617280	0
522521155492519936	1
515852039008817152	1
541928850075426817	0
542684698980663296	0
522313599981608960	0
539412606814257154	1
539959938068779008	0
538374598426103808	0
524649224651034624	0
521421471558553600	1
538082771357270016	1
540526427435991041	0
523974817175703552	0
525293214434357249	1
528229633229991937	0
517934747356782592	1
522107862630543360	1
541822905995104256	1
540547833695191040	0
516946687148191744	0
522614185297862656	0
525701566482108416	0
517343164785754112	0
540048324565696512	0
539256563903762432	0
516686295427317760	1
524730648020254722	1
541716927702659072	0
516468841346383872	1
521006275300446210	0
525025568194969601	0
523637849950658560	1
522478684046106624	1
517664203692183552	1
516919433856421889	0
524113244043378688	1
522517777454997504	0
518691095581323264	1
528063835748712448	1
526587133189177344	1
542369303908343808	0
527110709218668544	0
516862982597259264	0
518488564057661441	1
524641392128450560	0
520316194394370048	0
538676168325488640	0
518493319395934208	0
524648992920317952	0
537951818806870018	0
524427721372614656	1
542052484039340033	0
538539327828271104	0
522945559855104001	1
517521764101136384	1
519951159159574528	0
540703250400706560	1
523992603831066624	1
524982153218899968	0
538010034878562304	1
539559578137288705	1
518258541220880384	1
541997102537379840	0
526814373223096320	0
525044981057462273	0
519135982445400064	1
515613905175863296	0
540916527919542272	0
517786346979860481	0
516101375856373761	0
541877254109024256	0
520988398782136322	0
522971620621578240	0
524407229034659840	1
523956476130631680	1
525321462543310848	0
540578751562907648	0
526089984357330945	0
537859733706006528	0
528220805583630336	0
524602245397372928	0
540597487292018689	0
539521690221682688	0
525577234015588352	1
540855791259877376	0
515735838341083136	0
538971223317676032	0
538687089479786496	0
519092221589475331	0
527833568824008705	1
525755166348570624	0
521942430921150465	0
540531592117383168	0
538434885031976962	0
522161522257461248	0
522813204024807426	0
541773625465253889	0
540091901224189952	0
539545691065171968	1
542063379074920448	0
542656368910827521	1
527136592805126145	0
516316623285014528	0
521985710270980096	0
520612248524320769	0
517514083176685568	0
516540820825313280	1
522512788863078400	1
521993922932125696	0
527362936336314368	0
522950799425429504	0
542049410020962305	1
521828468292853761	0
519232394076127233	0
542686685578801153	0
522612567945269248	1
526200785772630016	1
539137176370692096	1
540766218970357760	1
526480896103575554	1
515850200913809408	0
541465106211946496	0
539652058132275200	0
522716061456560128	0
516653903577088000	1
540507141271216129	1
540531230140555265	0
527978790513700866	0
517766082187112449	1
522064838634508288	1
539104204875661312	0
541481054947651584	0
538078779046764546	0
527781637367402496	0
520660371510935552	0
518380218960982016	0
523514735539798018	0
520185435704672256	1
517141394419249153	0
540528932802793475	0
525431617477951488	0
528312729757814784	1
523191828510564352	1
539212799205851136	0
516389235818250240	0
526920727124279297	1
516975307614871552	0
525469516428754944	0
538400165405925376	0
526062756722520065	0
519994370901426176	0
539795063199772673	0
527919135616163840	0
540531763890905088	0
527859872021643264	1
524687602050662400	0
524928456551723008	0
522616894495666176	0
524269144787529728	0
540373259275870208	0
541770021396299776	1
539415066584838144	1
542197750851706880	1
542192936704696321	0
522182115216334848	0
522892234685825024	0
542012695349039104	0
541819678809915393	1
522119123833454592	1
525557927256399872	0
525692209233133569	0
523136941894946816	0
518177015590305792	1
522045958688108544	1
527481674255577088	0
516751349560524802	1
540600945181077504	0
519504745191718912	1
525703106685054976	0
517821976983781376	0
521762578566234112	0
527321957105012738	0
527606728410406912	0
541847603508674561	0
540638873273917441	0
522513125828870144	1
521510136876371968	0
540529046472650753	0
524288018291511296	1
521545595186855937	1
516862888875536384	0
537855231049347072	0
541414084814835712	1
521175088847409152	1
539919964413919232	1
519662110372941824	0
516336973141651456	0
540680615621046273	0
537753469353209856	0
541888912042364928	0
537483567131947008	0
540553707063349249	0
522404928539869184	0
526346298614501376	0
517148593883742209	0
519184152185159680	0
526787026092175360	0
539437596368056321	1
522521610646212608	0
539986782843326464	0
516764958990684162	0
527383038934515713	0
526782380191645697	0
541627727762034690	1
519257464555184128	1
522492905869430784	0
528404774849228800	0
539615893916241920	0
540528144286220288	0
525445780619153408	1
525016590513750016	1
523539690771980289	0
517651291229933568	0
521070717593735169	1
520591805587652608	1
539634830913572866	1
539778665995702272	1
517940971758424064	0
525272592727699457	0
526919885201240064	0
525078824380157952	1
523677241218064387	0
515864147725389824	0
541674519032000513	1
516998884368064512	0
540435774039007232	1
523627888793247744	0
526117723260985344	1
539880611893088256	0
518580249001353216	0
542152479933091840	1
541764975250145281	0
541339787119321089	0
539413733190402048	1
527837790898110465	0
516950815891001344	0
541885957545283584	0
538464997806854144	0
538850257661337600	1
524551081486209024	1
539825345776463873	0
524001717377978368	1
523872576293318657	0
516284089163603968	1
518043740355559425	0
539601610822156288	1
515663066047193088	0
527037269287260160	0
541412051995066368	0
538307269361168384	0
520316316629344256	0
540590230299213824	0
521879699572936704	0
523898209044004864	0
516677771507290112	1
538961701597904896	1
539414530539786242	1
542766973906456577	0
538529904061456384	0
520700438312931328	1
517053497356087296	0
516504228672835585	1
522147570018054144	0
520444878199603200	1
519334846271717377	0
524585348135796738	0
540535602706657280	0
517575540581335040	0
524936027451166720	1
541348996057296896	0
525958210981617664	1
517722973051289600	1
524052654909960192	0
523937493456928770	0
519663105731596290	0
542068422029225984	1
524220383658905600	1
539715975160283137	0
518349213151686656	1
540700746690613248	0
519344716349861890	0
518895131567849472	0
518500863552536576	0
538896898677944320	1
540803685140680704	1
538356715520262144	0
540420478934847488	1
527587519785742337	0
523734615996252160	1
539445137714475009	1
519386832367140864	0
542687861682614274	0
541429231926788096	1
538454314453577728	0
538978968733761536	0
524582653929193472	1
518513442085687296	0
520945125942640640	1
524332472398409729	1
516595390481969152	1
518886709774540801	0
522062117537861633	1
525300396731142144	0
519892796053155840	0
525266269654622210	1
522135726591582208	0
540632604442378242	0
516378198901538816	0
542145249003708416	1
520487600318996480	0
537477054883979264	0
522129400448311296	0
522000048616636417	0
516349394556170240	1
522772840077352960	0
522252733357637632	1
542743234439438336	0
522707120366821377	0
525796595242000384	0
541714843540414466	0
541631390911979521	0
522144500496728064	1
526043121294274560	0
540401480516521984	1
540716137705521152	1
516395753271742464	1
519600356825636866	1
522455659552710657	1
521326980143521793	1
538896662459322368	0
538091362307297280	1
540554746223132672	0
539734393359581186	0
522967005109174272	1
526519436753510400	0
516968017222443009	0
542803056698855424	0
525059286297112578	0
541704224779026432	0
519909876009811968	0
524788031220641792	0
523927154665717762	1
516434959004106752	0
527706450550747136	0
541932102078312448	0
539247404986273792	1
516666787602378753	1
542204970628820992	0
516398404092841984	0
520292930796666882	1
538695626641666048	0
516059544997625856	0
520332345589923840	0
516379425533722624	0
522922801603162112	0
524786678503047168	0
527513303501651968	0
538776148730462208	0
516971123745886210	0
523545826225041408	1
542157193638719490	0
519644684105175040	0
542789764030537728	1
524302248692576256	0
539217991141826562	0
542346687570657280	1
521857327973281792	0
541881455849132033	0
542060214846242816	0
524832362853847040	1
539824327345332224	0
540002112714051585	0
537473671515103232	0
526579953555750913	1
521830795141742592	1
515605277001777152	0
516865787890769920	0
517050902830923777	1
515902438184718337	0
521900044669448193	0
517529856045625344	1
526838389740699648	1
516412012575092737	1
515785529745350656	1
540529201829670912	0
539576121453322240	0
519085196021211136	0
516782810817130496	0
518068703301468160	1
516946719054254080	1
516509061110456320	0
525351932966473728	1
537951365801451520	0
516872234380451840	0
524038667342716930	0
538159643457888256	1
521746893584338944	0
542240484857745408	1
540424963719561216	0
520798972361732097	0
524992835863318529	1
523701732954873858	0
527136517303861248	0
541709049730170880	0
519926525354061824	0
520438684105990144	0
539337946370174976	1
524409798935470080	1
540633912478015488	0
519365638737784832	1
541654109011447808	0
516688109225132032	1
523203850040516608	1
524315029152075777	0
541465632429330432	1
540388860396437504	0
517128012291395585	0
527661947412414464	0
540746086374457345	0
520311236680888320	1
540917448678338560	1
519054609533644800	1
524768194092089344	0
515795358836748289	0
522321270004674560	0
524035204495990786	1
541047223664926723	1
542331166788157445	1
525659495129559040	0
523887353312866304	0
518069009091395585	1
516871412997292032	0
516173018456793088	0
527160255084756993	1
537998424176484352	0
517832762384859136	0
518391524367675392	0
542305904415105027	1
524626763033624576	0
525734429529243648	1
521787780662575104	1
542631618729361408	0
525418387368050688	0
517767152909443073	0
523977641070977024	0
527271758127435776	0
519291276265811968	0
517771742606278656	0
539664526447095808	1
527570958178349057	0
519137393967132672	0
520337468152098816	0
525465047406243841	1
537668175085977600	0
522644140635340801	0
542003011409956864	1
517519335108403200	1
516431266456281088	1
540536248184893440	0
527896355147370498	1
541857348310949888	1
517038379926441984	0
542365139992072193	0
522960732095537153	1
541087176214061056	0
521006151753023488	0
517759239893565441	0
520341775068979201	0
540375470387113985	0
518814678727008256	0
540541521519333377	0
525287141828751361	1
520448037488185345	0
526790362464288768	1
521899032231174144	1
542094045346922496	1
527701670071767040	0
522237321358237696	0
540892022643888128	0
518144715242610690	0
519718246824435712	0
518474087489089536	0
527181990693720065	0
524976331646173184	0
519067512517173248	0
523125080843628544	0
526576714030542848	1
521382020102889472	1
524659844872036352	0
525518576631824386	0
541349500082995200	0
518479106040545280	1
539321918042562560	0
517000803572142083	0
541682180229832706	0
540792779807272961	1
518478393399345152	0
541723113495728128	1
521742779933003777	1
541933523482193920	1
524392296138432512	1
519599208781737985	0
515616687614615552	1
527245104709652480	1
522971126323232768	1
525031656693190656	0
538798033933438977	1
516281317940793345	0
522582999272263680	1
522745225945833473	0
521926923510120448	0
522407974619586560	1
537942155315003392	0
540177749709582336	1
525060232179773440	1
517438955881381888	1
541343169929961473	0
523228351801331712	1
538394031269883906	1
519943190036480000	0
521059292871274496	1
539604500416176128	0
515917408801128448	1
525848525859328000	1
527846517894549504	1
520175417278611456	1
527615261067984896	1
522086212564045824	0
541799120726683649	0
542628165965717505	1
519687787415486464	1
537764518298808322	0
515796915003600896	0
537669484547690496	1
539857963805343744	1
521354528961355776	0
539098094135033857	0
521215894932844544	1
539629554596200449	0
517430069661155328	0
524777759793356800	1
540527643137830912	0
539462694370549761	1
541247571063472128	0
520589454491545600	1
524076794685968384	1
520429986126528512	1
521802138482393089	0
540637208466575360	0
517396784910331904	0
522961932052344832	1
523057627782479872	1
523919345919881216	0
518857065704747011	0
520332965164105728	0
527966221795602433	1
540176795925241856	1
523491752226078720	0
518387821909135360	1
520769804157059072	0
539837808551002112	1
525350980565884930	0
521621988952264705	0
520505920925614081	1
517315430596509696	0
540532690848448514	1
516991337481396225	0
538478954924216321	0
540644390897582080	0
520049583154806785	0
516212011664150528	1
519628302869217281	1
517572140376530944	1
522684329223524352	0
517030007647252480	0
520651110626119680	1
526188551914795008	0
521778777354166272	0
541827660272631809	1
522553005179408384	1
541967727729328128	1
542621307482157057	1
537682624740085761	0
517810613566078976	1
540044894040240128	1
539506327475601408	0
524020097279873025	1
537469246868295680	0
516953172813025281	0
527692290119065600	1
539835693422632960	0
519631300794138625	0
516453642509897730	0
522656324560388096	1
522055612772151297	1
524087541902082048	1
522735779957985280	0
518788795320524801	1
518089022342955008	1
527147245074788353	0
515976173092745218	0
516866034171936768	0
539662580940144640	0
541758377664458754	1
519340873696292864	0
527649680105426944	0
542767160268193792	0
541985683079188480	1
540182566675181568	1
539146151245537280	1
522427552150089728	1
539166698700423168	0
541737724752187392	0
538052634226081792	0
540545935299076096	0
538142535173283840	0
540599301999587329	0
524062761681444864	1
528398524183244800	0
517700295741431808	0
539007036109754368	0
516872334552993793	0
520618199696830464	1
541822342851469312	1
516427379754168320	0
526678210164314112	1
516318934606565376	1
517174974381953024	1
527447982132961280	1
522128488250490880	1
517765457294524416	0
517006052483936256	1
522134949462564864	1
542352237436338178	0
522606031529332736	0
516004468194672640	0
522951916964544512	1
524478570005946368	0
522954765425463296	0
538057805790343168	1
522909676913295360	1
521014503907921920	0
542031596975845376	0
541747002934312962	0
542018609606696961	1
539852189305700353	1
517785046271664130	1
517621382541500416	0
539493945475366912	1
541232664355692545	0
522957311057600513	0
518947357799772160	0
522516344671981568	1
541425069160136704	1
516966508837093377	0
517390731875328000	0
521183078019239936	0
538648132368601091	1
519739060047192064	0
522829737639432193	1
525041459561787392	1
541787195200110594	1
516750271213760512	1
521186989756784640	0
519920579500339201	0
522656746297253888	1
539496463173427200	0
528508491002937344	0
528383820723396609	0
518493319492411392	0
538283607513509889	1
541688012661608449	0
515718777619886080	0
526826757467688960	1
522425468625371136	1
539161038206160897	0
539483813832048641	0
520271053755785216	0
520193583761326080	1
541079808386813952	0
539943710809538560	1
525102345857032193	1
522493813194240001	0
522905791750086656	1
516056339869884416	0
525335662141399041	1
519307655681413120	1
542048099645284355	1
516963196356153344	0
525151800593104898	0
526884218266480641	1
523907128629526528	0
523878027000700928	0
528183036970811392	0
537820621858562048	0
517842534383759361	1
518459427523805185	0
539447197247766528	1
527391507540889601	0
517317438363680768	0
521850040810487809	1
518493472404537345	0
516951343752552449	1
516418528199860224	1
540539993916473344	0
517086405630369793	1
524828266142523393	1
526957857443692544	0
541349692278583297	1
520596201792872448	0
517605497310949376	0
540770497819312128	0
517651192902475777	1
521027132794109954	0
516935594203557888	0
519885507850149888	1
527651650186776576	1
516958798741647360	0
518699358859321344	1
542755359874490369	1
522798743545184256	1
519722564277370880	1
526090450848186369	0
526553098547126274	0
517180413609910273	0
518311848073256960	0
541607864335208448	0
517471643451817984	1
516387742729912321	0
526583759744016385	0
521455988176863232	1
525990321377644544	1
522180856384077826	0
521848933216423936	1
517532541658492928	0
520203254236717056	1
542754615604043776	0
540510995324866561	0
539692574026768384	1
541775703696760832	1
540530960048332802	0
518061911041011712	0
526721791952445440	0
540375441262264321	1
527450916342218754	0
524475837887053824	0
520236804298248192	0
516182146923642881	1
521768245079334913	0
528371654867828736	1
525348096935739393	1
526007813005660160	1
520014807387213824	0
515716163725049856	1
538457070291267584	1
539171989726838786	0
540672077200900098	0
522571912019333120	0
538460888500809729	1
519895383594778625	1
542114548669743106	1
522544148688416768	1
542793965322240001	1
540033843290337280	1
524794013577396224	0
517732911651364864	1
517076050636197888	0
516827349220732928	0
526091419249680385	0
521873910842023936	0
525583381946322944	0
541380498652942337	0
522689800386936832	1
522619999047798785	0
541782378520137728	0
528509952928006144	0
541114596321665024	0
520119583815258112	1
522997984707891200	0
515924983135346688	1
517397931297488896	0
524933387375902720	1
522471351131451392	0
539967367518756864	1
515728630417080321	1
540527440435879937	0
522530754077528066	1
522629481828483072	1
541867799749328896	1
524556175405494272	0
525810780449812482	0
541720415341514752	1
540611209800982530	1
537634741978406912	1
524080195825713153	0
519545288466264066	1
520241607279247360	0
524447032459919360	1
518492750476759040	1
538325410111827968	1
525372392903036928	0
519804349992939521	1
516836975706644480	0
542798311003283456	0
537717887012589568	0
522269747443142656	0
538840630839869442	0
521417880945299456	1
540379403650220032	1
521804991158571008	1
517903939186864129	1
542701749081894912	0
518431399083524096	1
540529890819596288	0
527995338037002240	1
517834674060931072	0
540490576383062017	0
540351074033737729	0
523420881549549568	0
524029799627366400	1
540785905607651328	1
523212343660924928	1
538373234140655617	0
515880923389526017	1
516413688019165184	1
517089057772670976	0
541055309490683904	1
524024591703093248	1
539293924263608320	1
538186049705762816	0
542740568418553856	0
540645289305309184	1
518440801278627840	1
527304336028995584	0
519345298523848704	0
528212807633092608	1
542016705271037952	0
540750006597083137	0
524384297504215040	1
540685251656179712	0
519220301906063361	0
522604721023238145	0
537798261952638976	1
517169904785833984	1
527070269215875073	1
516054181661396992	1
542124682632519680	1
540532585131028480	0
540532895035981824	0
522690029597249536	0
539828437624446976	0
523330737122979841	0
524797436439855105	0
540573109833977859	0
538821818573160448	0
517196312664887296	0
540497826674135041	0
524157824222261249	0
540543019942834177	0
526191358504341504	0
541996421231042561	0
541893847576358912	1
539000439577264129	0
516917259562786816	0
526855035867922433	1
525030036047679488	0
515633198572007424	0
516624684767383552	0
523169859635789825	1
541504143454904320	0
524577535741689856	0
524539740528582656	1
527860972363710465	0
518445779909115904	0
517134772855136256	0
540589754421891072	0
519891624072318977	0
525859024487456768	0
540541191889371136	0
522097336546115584	0
542097544621608961	0
539273294457757697	1
519619539831508993	0
539539115310866432	1
540682015834529792	0
519227755805036544	0
540551682560512000	0
540637507877351425	1
540023540444332032	0
522262978767253505	0
517088535472766976	0
526303132620685312	1
527806439499132929	1
540335948983046144	1
542160140003471360	0
539238041639211008	1
519494618577403904	0
540538539306672128	0
524385026042261504	0
541386089890471936	1
540161771387240448	0
526121103899754496	1
527131063022522369	0
523925882139070464	0
523156198606905344	0
526102623347556352	1
518101135920730112	0
524791480792399872	1
517854195819773952	0
542377910921736192	1
517398914123980800	1
515661148666884097	0
519873805741592576	1
516967855078662144	0
516618160179781632	0
516374578567053313	0
541386367758909440	1
540528673628368896	0
518867006649819137	1
542761630606831616	0
521216450728849408	1
542762088582905856	0
517696464370561024	1
523613754379210752	0
537779274837942272	0
537915134384287744	1
540528907032985601	0
540743979059642368	0
539493061634850817	0
521603893394817025	0
516465484091633664	0
527512520089559040	0
525823630002106368	1
517151060885270529	1
540680620351819776	0
515721460800045057	0
522990325820690432	0
539767418050969600	0
542090762863661056	0
521819190064594944	1
516527062887452672	1
525108585806974976	1
516624895006879745	0
517070498233339905	1
537585012653031425	0
516377646079696896	0
523640432526245888	0
539335178921852928	1
540435767588569088	1
522580906582999042	0
522038382050820096	0
525411215820877824	0
520239230099132416	0
526236011961933824	0
541117594590523392	0
526102708852633601	0
516730080320843776	0
517252896644014080	0
521740286083743747	1
542196250578542592	1
538216852359348224	0
516983700269977600	0
527104913198026752	1
524759843278553088	1
520352730020577281	0
520825025301975040	1
524529829803487233	0
542001021602758656	1
523465367327621120	0
540532327181713409	0
541857460449857536	0
520677372551766016	1
525536083694452736	0
520190174181875712	1
540731497234571265	0
527159265203863552	0
518042655344046080	0
540883922285256705	0
518423724232830976	1
542097794975404032	0
527269567748661248	1
540391506066960384	1
542302202346229761	0
540619484617125889	0
522843652478205952	1
521677557541113856	1
542051996119732224	1
526433727107563521	0
540345183330508800	1
542640194642788352	1
516218050383990786	0
539281845444411392	0
527503512201363456	1
528188188586569730	1
537659621314662400	0
539134813588832256	1
517603392177176577	1
518835469292154880	0
515749755755196416	1
527416025612959744	0
522466756116221952	1
520512522697605120	0
519278098290708481	0
519583938906300418	0
520080489911431168	0
518576505308184577	0
541456288048496640	1
522038150647255040	0
517030820155252736	1
522523443565441027	0
525595605473574912	0
539686311335305216	0
521527474929565696	1
540525949142720514	1
542286473718792193	1
519427154640371712	0
523856262380126208	0
522534071046397953	1
542004428216483842	0
539932155258744832	0
541409415669506048	0
516754490041860096	1
524555427980537856	0
537769795236528129	0
516562249138569216	1
539280973767409667	0
526655238846304256	1
525020797987860480	0
524174080568614912	0
541970856055144450	1
542165743631360000	0
527424400057188352	0
523511464599252992	0
520316351802384385	0
516997154246627328	0
521759481391108097	0
540914608748642304	0
522913044004093952	0
542758183182553089	1
526155325947527169	1
519531905759186944	0
540125157164326912	0
516397928223498240	1
527245780822663169	0
523696561969451008	0
522185860960120832	0
524750563712327680	0
538881072553926656	0
524513512274399233	0
526566182691020801	1
526207738905255936	0
527749009231085568	0
540596514142584832	0
522834277994889216	1
522555199911911424	0
519696684712865792	0
517019827010281474	0
519129839325151233	1
516953080953585665	0
526891231973212160	0
526564646820397056	0
519665715855364098	0
522063469948833792	0
541382555048898560	1
517411283256090624	0
518976939798040576	1
539123056950935553	0
541659085465456641	0
524765023441539072	0
518796386733944834	0
540777763209494528	1
515998348419940353	0
520999701118996482	0
516793547756797952	0
522162990746173440	0
526327592824340480	0
525432539918655488	0
526877663299108864	0
524654453081645056	0
517734422662381568	0
541989362653614080	1
538992949502410752	0
522382028340473857	0
519644730699681792	1
539104881148051456	0
516653926704500736	1
526711452623994880	1
518121354676416513	1
539391795604770817	1
518702898981912576	1
527147877773352961	1
525470605140037632	0
540047407132577792	1
521556792833101826	0
526466255998709760	1
516917063458119680	0
542303161159921665	0
525989275225968640	1
523703700817444865	0
541956492065533952	1
538115383010795520	0
520216832297689089	0
523314267559178240	0
539252426235064320	0
525076644898557952	0
525537452044582912	0
542047829816913921	1
516942540096811010	0
539496926794629120	0
540635423484030978	0
542318015090786304	0
541990461494145025	1
527453742971752448	0
516858130710278144	0
517692064474341376	0
527906034237452289	1
519018921526312960	0
517464118442606592	0
518211440013246464	0
540551633587826688	0
523466669533196288	1
540680628262293504	0
540176778703437824	0
542086080749916161	0
542762302832119809	1
539782426453495809	0
516374945941966848	0
540074941018697729	0
537471832228904960	1
523631707388645377	0
519934070437212161	0
523316259392606208	1
539664163132698624	0
526733641746231296	1
542134569970188288	0
525325341095899136	0
525226765325975552	0
539658759253946369	0
517053439897911296	0
520149419111374848	0
522174210656178176	0
520013709402705922	1
518764408512978944	1
526193371442716673	0
524619839227170817	0
539955334711083008	1
522052541018673153	0
542596714159673344	0
520047149284077568	1
526654282410754048	0
519638063593431043	0
539771561818193920	1
541191423253426177	0
517541323449315328	0
542152271443025920	0
539252026438213632	0
521330901167656960	0
528350159957405696	0
523862964541984769	0
516947954989797376	1
537801060450959360	1
526498916192485377	1
540616330198544385	0
524009074354966528	0
526091670635282433	0
523178441953124352	0
518125603216977920	1
527819042061811712	0
515596959181443072	1
521513747626852352	1
541794106041982976	1
515882531825414144	0
516981396338794497	0
519406922294767616	0
542197203436326912	1
524719867845292033	1
527251080363929601	1
515683614408073216	0
516872373895585793	0
517560098730696704	0
523021165049036800	0
541517414773841920	1
525770110313578497	1
541995953037668352	1
516989846821543936	0
522309071194849280	0
528179950248271872	0
539649967426523137	0
516977967843401728	1
518529389878063104	1
541200840238067712	0
515605759653343232	1
527614218309079040	0
537639656867643392	1
520720529586540544	1
542071210520379392	1
520687402629996544	1
516969352684269570	1
528237174123024384	0
518908150079303680	1
525340830672769024	0
539857264476430336	1
539519519564525568	0
520248343143133184	0
542173712615620609	0
525722112024014848	1
541610514569121795	0
519669519900372995	1
524618916417388544	0
524290510727704576	1
539612525189271552	1
539177638724898818	0
521411971699449857	0
521263159215001600	0
537686461655822337	1
523354559284928512	1
540537601728319489	0
525400626571001856	1
525662815978549248	0
